School_ID,Legacy_Unit_ID,Finance_ID,Short_Name,Long_Name,School_Type,Primary_Category,Is_High_School,Is_Middle_School,Is_Elementary_School,Is_Pre_School,Summary,Administrator_Title,Administrator,Secondary_Contact_Title,Secondary_Contact,Address,City,State,Zip,Phone,Fax,CPS_School_Profile,Website,Facebook,Twitter,Youtube,Pinterest,Attendance_Boundaries,Grades_Offered_All,Grades_Offered,Student_Count_Total,Student_Count_Low_Income,Student_Count_Special_Ed,Student_Count_English_Learners,Student_Count_Black,Student_Count_Hispanic,Student_Count_White,Student_Count_Asian,Student_Count_Native_American,Student_Count_Other_Ethnicity,Student_Count_Asian_Pacific_Islander,Student_Count_Multi,Student_Count_Hawaiian_Pacific_Islander,Student_Count_Ethnicity_Not_Available,Statistics_Description,Demographic_Description,ADA_Accessible,Dress_Code,PreK_School_Day,Kindergarten_School_Day,School_Hours,Freshman_Start_End_Time,After_School_Hours,Earliest_Drop_Off_Time,Classroom_Languages,Bilingual_Services,Refugee_Services,Title_1_Eligible,PreSchool_Inclusive,Preschool_Instructional,Significantly_Modified,Hard_Of_Hearing,Visual_Impairments,Transportation_Bus,Transportation_El,Transportation_Metra,School_Latitude,School_Longitude,Average_ACT_School,Mean_ACT,College_Enrollment_Rate_School,College_Enrollment_Rate_Mean,Graduation_Rate_School,Graduation_Rate_Mean,Overall_Rating,Rating_Status,Rating_Statement,Classification_Description,School_Year,Third_Contact_Title,Third_Contact_Name,Fourth_Contact_Title,Fourth_Contact_Name,Fifth_Contact_Title,Fifth_Contact_Name,Sixth_Contact_Title,Sixth_Contact_Name,Seventh_Contact_Title,Seventh_Contact_Name,Location,School_Name_x,Graduates_2017,Enrollments_2017,Enrollment_Pct_2017,Num_Enrollments_Persisting_2017,Persistence_Pct_2017,School_Name_y,Num_Dropout_5yr_2017,Num_Grad_5yr_2017,Num_Students_Adjusted_2017,graduation_rates,dropout_rates,graduation_rates_imputed,dropout_rates_imputed,Persistence_Pct_2017_imputed,other_rates,enrollment_rates,persistence_rates,graduation_only,enrollment_only,check_total
610380,7200,55161,WILLIAMS HS,Daniel Hale Williams Prep School of Medicine,Small,HS,Y,N,N,N,"Our Vision at Daniel Hale Williams Preparatory School of Medicine is to create an institution that will become a part of the medical school pipeline addressing the attrition of underrepresented minority medical school student applicants. It is also our vision that all students will develop lifelong habits of mind such as responsibility, accountability, discipline, collaboration, continuous inquiry and a determination to succeed.  Our mission at Daniel Hale Williams Preparatory School of Medicine is to involve all students in rigorous and engaging coursework that prepares them for college; assisting all students in becoming critical thinkers in reading, writing and problem-solving, while creating a professional learning community of students, parents, teachers and administrators.  All Faculty and Staff have high expectations for establishing and maintaining an academic culture of achievement and learning. It is our firm belief that all students can learn and we are responsible for preparing them as the Pipeline to the College Bound. We pride ourselves as a learning community committed to preparing our students to enter the world as young adults who are Prompt, Prepared, Resp",Principal,Mrs.Jullanar N Naselli,Instructional Administrator,Deidra Freeman,4934 S WABASH AVE,Chicago,Illinois,60615,7735351120,7735351023.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610380,http://www.dhwprepmed.org,https://www.facebook.com/dhwprepmed/,http://twitter.com/dhwprepmed,,,N,"9,10,11,12",9-12,232,224,33,1,226,4,1,0,0,0,0,1,0,0,There are 232 students enrolled at WILLIAMS HS.  96.6% are Low Income Students.  14.2% are Diverse Learners.  0.4% are Limited English Learners.,The largest demographic at WILLIAMS HS is Black.  This demographic makes up 97.4% of the student population.  The second greatest demographic is Hispanic at 1.7%.,Generally accessible,Y,,,8:00 am-3:14 pm,,3:14 pm - 6:30 pm,7:15 am,Latin,N,N,Y,,,,,,"1, 15, 29","Green, Red",,41.806118,-87.62503000000001,17.1,18.4,74.7,57.9,83.5,73.5,Level 1,Good Standing,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .",These schools limit their student populations to 600. This provides a more intimate and personalized learning experience.,School Year 2016-2017,Operations Administrator,Christopher VanDyken,School Clerk,Tenisha Spearman,Counselor,Betsy Salomon-Auguste,,,,,"4934 S WABASH AVE
Chicago, Illinois 60615
(41.806118, -87.62503)",WILLIAMS HS,36.0,31.0,86.1,18.0,58.1,WILLIAMS HS,10.0,69.0,79.0,0.8734177215189873,0.12658227848101267,0,0,0,0.0,0.752012658227848,0.4369193544303797,0.12140506329113931,0.3150933037974683,1.0
610547,8676,46631,SOUTH SHORE INTL HS,South Shore Intl College Prep High School,Selective enrollment,HS,Y,N,N,N,"At South Shore International College Prep, we offer a personal high school experience with our small student body,energetic staff and highly engaged world community. We are committed to exposing each student to varied levels of Internationalism, from studying various cultures to international communications to world travel.  Our rigorous college preparatory curriculum includes an extended world language program, Honors and AP courses, whole school International Baccalaureate philosophy, and CTE programs in Medical and Health Careers and CISCO Networking.  We offer competitive sports teams, Chess Club World Language Clubs, Student Government, Power of Sound, True Star, Model UN, Art Club, Technology Club and more.  Academic Enrichments, After School Matters, Beta Club, Mentoring, Homework/Tutoring Center, Youth Leadership",Principal,Janice Elaine Wells,Assistant Principal,Paulette Lakyne Grissett,1955 E 75TH ST,Chicago,Illinois,60649,7735358351,,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610547,http://www.southshoreinternational.org,,,,,Y,"9,10,11,12",9-12,651,568,58,4,624,18,0,1,0,0,0,8,0,0,There are 651 students enrolled at SOUTH SHORE INTL HS.  87.3% are Low Income Students.  8.9% are Diverse Learners.  0.6% are Limited English Learners.,The largest demographic at SOUTH SHORE INTL HS is Black.  This demographic makes up 95.9% of the student population.  The second greatest demographic is Hispanic at 2.8%.,No/unknown accessibility,Y,,,9:00  AM - 4:30  PM,8:00 a.m. - 3:30 p.m.,,,"Chinese, Spanish",N,N,Y,,,Y,,,"J14, 15, 75",Red,,41.758792,-87.576353,17.9,18.4,64.2,57.9,71.0,73.5,Level 1,Good Standing,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .",Schools that offer a rigorous curriculum with mainly honors and Advanced Placement (AP) courses. Acceptance based on application and entrance exam.,School Year 2016-2017,,,,,,,,,,,"1955 E 75TH ST
Chicago, Illinois 60649
(41.758792, -87.576353)",SOUTH SHORE INTL HS,120.0,98.0,81.7,76.0,77.6,SOUTH SHORE INTL HS,10.0,128.0,148.0,0.8648648648648649,0.06756756756756757,0,0,0,0.06756756756756754,0.7065945945945947,0.5483174054054054,0.15827027027027019,0.15827718918918932,1.0
610383,7600,55171,SOCIAL JUSTICE HS,Greater Lawndale High School For Social Justice,Small,HS,Y,N,N,N,"SOJO offers a collegebound/post secondary  curriculum  that is project based and integrated with service learning, addressing real-world issues through the lenses of race, gender, culture, economic equity, peace, justice and the environment.",Principal,Kathy Farr,Assistant Principal,Melanie Davis,3120 S KOSTNER AVE,Chicago,Illinois,60623,7735354300,7735354271.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610383,http://sj.lvlhs.org,https://www.facebook.com/Dr-Martin-Luther-King-Jr-Academy-of-Social-Justice-1416136378639374/,,,,Y,"9,10,11,12",9-12,283,272,55,75,30,250,2,0,1,0,0,0,0,0,There are 283 students enrolled at SOCIAL JUSTICE HS.  96.1% are Low Income Students.  19.4% are Diverse Learners.  26.5% are Limited English Learners.,The largest demographic at SOCIAL JUSTICE HS is Hispanic.  This demographic makes up 88.3% of the student population.  The second greatest demographic is Black at 10.6%.,Fully Accessible,Y,,,8:00 am-3:15 pm,8:00 a.m. - 3:15 p.m.,3:15 ps - 6:00 pm,7:30 am,"French, Spanish, Spanish for Heritage Speakers",Y,N,Y,,,,,,"53, 53A, 54B",,,41.833507,-87.735299,15.6,18.4,56.6,57.9,87.5,73.5,Level 1,Good Standing,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .",These schools limit their student populations to 600. This provides a more intimate and personalized learning experience.,School Year 2016-2017,Counselor,Ana Herrera-Gonzalez,,,,,,,,,"3120 S KOSTNER AVE
Chicago, Illinois 60623
(41.833507, -87.735299)",SOCIAL JUSTICE HS,70.0,50.0,71.4,29.0,58.0,SOCIAL JUSTICE HS,13.0,52.0,67.0,0.7761194029850746,0.19402985074626866,0,0,0,0.02985074626865669,0.5541492537313433,0.3214065671641791,0.22197014925373137,0.23274268656716418,0.9999999999999999
610568,9633,65016,PATHWAYS - AVONDALE HS,Pathways in Education- Avondale,Citywide-Option,HS,Y,N,N,N, ,Principal,Mr. Andrew Morgan,,,3100 W BELMONT AVE,Chicago,Illinois,60618,7735885007,7735885009.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610568,http://www.pathwaysedu.org,https://www.facebook.com/PathwaysInEducationIL,https://twitter.com/pathwaysil,,https://www.pinterest.com/PieIllinois/,N,"9,10,11,12",9-12,222,198,35,22,14,179,20,4,2,0,0,2,0,1,There are 222 students enrolled at PATHWAYS - AVONDALE HS.  89.2% are Low Income Students.  15.8% are Diverse Learners.  9.9% are Limited English Learners.,The largest demographic at PATHWAYS - AVONDALE HS is Hispanic.  This demographic makes up 80.6% of the student population.  The second greatest demographic is White at 9%.,No/unknown accessibility,N,,,,,,,,,,,,,,,,,,,41.939433,-87.705206,14.4,18.4,16.7,57.9,,73.5,Level 2+,Not Applicable,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .",Schools that have their own processes for enrollment.,School Year 2016-2017,,,,,,,,,,,"3100 W BELMONT AVE
Chicago, Illinois 60618
(41.939433, -87.705206)",PATHWAYS - AVONDALE HS,61.0,16.0,26.2,6.0,37.5,,,,,0.792,0.176,1,1,0,0.03200000000000003,0.207504,0.077814,0.584496,0.12969,1.0
400056,1933,66144,NOBLE - ROWE CLARK HS,Noble - Rowe-Clark Math and Science Academy,Charter,HS,Y,N,N,N,"Rowe-Clark Math & Science Academy   is a campus of the Noble Network of Charter Schools in Chicago, IL. We opened our doors on August 20, 2007 to our first Freshman class.   Today, we have 500 students grades 9  th   through 12  th  .  In 2011, 100% of our first graduating seniors were accepted into different colleges.   Rowe-Clark was named for the generosity of John and Jeanne Rowe and Frank and Vera Clark along with the gracious support of Exelon. Their commitment to high quality education is astounding. The Rowes and Clarks are actively involved at Rowe-Clark, often attending school wide activities, sporting events, and student led town hall performances and class discussions.",Director,Ms. Brenda Cora,Assistant Principal,Onel Abreu,3645 W CHICAGO AVE,Chicago,Illinois,60651,7732422212,7738266936.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400056,http://roweclark.noblenetwork.org,https://www.facebook.com/BeNobleRCMSA/,https://twitter.com/BeNobleRCMSA,,,N,"9,10,11,12",9-12,474,441,117,28,356,113,1,1,2,0,0,1,0,0,There are 474 students enrolled at NOBLE - ROWE CLARK HS.  93% are Low Income Students.  24.7% are Diverse Learners.  5.9% are Limited English Learners.,The largest demographic at NOBLE - ROWE CLARK HS is Black.  This demographic makes up 75.1% of the student population.  The second greatest demographic is Hispanic at 23.8%.,Fully Accessible,Y,,,"M - R 8:00 a.m. - 4:00 p.m., F 8:30 a.m. - 1:30pm.","M - R 8:00 a.m. - 4:00 p.m., F 8:30 a.m. - 1:30pm.",4:15pm-5:30pm,7:00am,"Spanish, Spanish for Heritage Speakers",Y,N,Y,,,,,,"53, 66, 82","Blue, Brown, Green",,41.895362,-87.718047,18.5,18.4,76.9,57.9,82.4,73.5,Level 2+,Not Applicable,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2016-2017,Assistant Principal,Matthew Leftwich,Assistant Principal,Conor Quinn,,,,,,,"3645 W CHICAGO AVE
Chicago, Illinois 60651
(41.895362, -87.718047)",NOBLE - ROWE CLARK HS,117.0,86.0,73.5,61.0,70.9,NOBLE - ROWE CLARK HS,36.0,147.0,187.0,0.786096256684492,0.1925133689839572,0,0,0,0.021390374331550777,0.5777807486631016,0.4096465508021391,0.20831550802139043,0.1681341978609625,1.0
400117,9034,66574,NOBLE - HANSBERRY HS,Noble - Hansberry College Prep,Charter,HS,Y,N,N,N,"Hansberry College Prep, the first public charter in the state of Illinois to be recognized as an IB school, believes students to be unstoppable and thus prepares them through rigorous college preparatory curricula that enables them to graduate from this nation's top ranked colleges, strengthen the communities from which they come, and be agents of change in this world. Hansberry offers a competitive dance program, a building sports program and an International Baccalaureate curriculum.",Director,Ms. Kashawandra Wilson,,,8748 S ABERDEEN ST,Chicago,Illinois,60620,7737293400,7733041995.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400117,http://www.hansberrycollegeprep.org,https://www.facebook.com/BeNobleHCP/,,,,N,"9,10,11,12",9-12,656,551,149,8,627,8,1,0,0,0,0,1,1,18,There are 656 students enrolled at NOBLE - HANSBERRY HS.  84% are Low Income Students.  22.7% are Diverse Learners.  1.2% are Limited English Learners.,The largest demographic at NOBLE - HANSBERRY HS is Black.  This demographic makes up 95.6% of the student population.  The second greatest demographic is Other at 3.1%.,No/unknown accessibility,Y,,,M - R 7:30 AM - 4:00 PM; F 9:00 AM - 2:00 PM,M - R 8:40 AM - 4:00 PM; F 10:15 AM - 2:00 PM,4:00 PM - 6:00 PM,7:00 AM (11th/12th); 8:00 AM (9th/10th),Spanish,N,N,Y,,,,,,"87, 24, 4",Red,Rock Island District (RI),41.734442,-87.650987,19.1,18.4,,57.9,,73.5,Level 1+,Not Applicable,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2016-2017,,,,,,,,,,,"8748 S ABERDEEN ST
Chicago, Illinois 60620
(41.734442, -87.650987)",NOBLE - HANSBERRY HS,142.0,122.0,85.9,76.0,62.3,NOBLE - HANSBERRY HS,24.0,194.0,225.0,0.8622222222222222,0.10666666666666667,0,0,0,0.03111111111111109,0.7406488888888889,0.46142425777777774,0.12157333333333331,0.2792246311111112,1.0
400175,9650,63143,CAMELOT - EXCEL SOUTHSHORE HS,Excel - Woodlawn HS,Citywide-Option,HS,Y,N,N,N,CPS School,Principal,Ms.Mary Bradley,Executive Director,Anthony Haley Jr.,7530 S SOUTH SHORE DR,Chicago,Illinois,60649,7739027800,7739027615.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400175,http://cameloteducation.org/excel-academy-of-south-shore/,,,,,N,"9,10,11,12",9-12,99,91,22,2,88,11,0,0,0,0,0,0,0,0,There are 99 students enrolled at CAMELOT - EXCEL SOUTHSHORE HS.  91.9% are Low Income Students.  22.2% are Diverse Learners.  2% are Limited English Learners.,The largest demographic at CAMELOT - EXCEL SOUTHSHORE HS is Black.  This demographic makes up 88.9% of the student population.  The second greatest demographic is Hispanic at 11.1%.,No/unknown accessibility,Y,,,7:55 AM - 4:00 PM,,4:00 PM - 5:45 PM,7:45 AM,,,,Y,,,,,,"6, 26, 71, 75","Green, Red",,41.759749,-87.556487,13.8,18.4,8.3,57.9,,73.5,Inability to Rate,Good Standing,This school did not have enough data for a 2015-2016 Performance Policy Rating.,Schools that have their own processes for enrollment.,School Year 2016-2017,Director of Operations,Juan Jones,,,,,,,,,"7530 S SOUTH SHORE DR
Chicago, Illinois 60649
(41.759749, -87.556487)",CAMELOT - EXCEL SOUTHSHORE HS,49.0,14.0,28.6,2.0,14.3,,,,,0.8648648648648649,0.06756756756756757,1,1,0,0.06756756756756754,0.2473513513513514,0.03537124324324325,0.6175135135135135,0.21198010810810813,0.9999999999999999
400091,8022,63091,CHICAGO TECH HS,Chicago Technology Academy High School,Contract,HS,Y,N,N,N,"Chicago Tech Academy’s mission is to educate, empower and connect a diverse next generation of entrepreneurial thinkers to discover their passions, succeed in college and thrive in a digital world.         ChiTech is different because ALL STUDENTS:     1. Complete hands on projects where they discover, investigate and solve problems that engage their community through Project Based Learning.     2. Participate in a college and career success program through One Goal, Embarc, Senior Seminar or Genesys Works.     3. Receive enhanced STEM coursework, with courses such as AP Computer Science, Introduction to Engineering Design, Principles of Engineering and Multimedia Arts.     4. Learn entrepreneurship principles where they are inspired to be fearless, confident and connected learners, and compete in city-wide entrepreneurship challenges.     5. Engage in real world learning. ChiTech works with 100+ partners such as DDB, Vibes Media, Gogo Air, SAP, Tech Nexus, Black Tech Mecca and CNA Insurance to provide students with early exposure to work-based learning and internships.",Principal,Ms. Linnea Garrett,Assistant Principal,Tiara Wheatley,1301 W 14TH ST,Chicago,Illinois,60608,7735347755,7735347757.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400091,http://www.chitech.org,http://www.facebook.com/ChiTechAcademy,https://twitter.com/ChiTechAcademy,,,N,"9,10,11,12",9-12,245,222,61,3,189,45,8,2,0,0,0,1,0,0,There are 245 students enrolled at CHICAGO TECH HS.  90.6% are Low Income Students.  24.9% are Diverse Learners.  1.2% are Limited English Learners.,The largest demographic at CHICAGO TECH HS is Black.  This demographic makes up 77.1% of the student population.  The second greatest demographic is Hispanic at 18.4%.,Fully Accessible,Y,,,8:50 AM-3:40 PM,8:50 AM-3:40 PM,3:40 PM - 5:00 PM,8:30 AM,Spanish,Y,N,Y,,,,,,"12, 60","Blue, Pink, Red",,41.863301,-87.659095,15.6,18.4,60.0,57.9,69.5,73.5,Level 2,Intensive Support,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .",Schools that are operated by private entities under contract with the Chicago Public Schools. Acceptance based on application or random lottery if applicable.,School Year 2016-2017,Chief Executive Officer,Lance Russell,Dean of Students,Ryan Willis,Director of Corporate Engagement,Tashiara Little,Manager of Enrollment,Ja'Vida Ford,,,"1301 W 14TH ST
Chicago, Illinois 60608
(41.863301, -87.659095)",CHICAGO TECH HS,78.0,44.0,56.4,32.0,72.7,CHICAGO TECH HS,25.0,104.0,135.0,0.7703703703703704,0.18518518518518517,0,0,0,0.04444444444444451,0.43448888888888887,0.3158734222222222,0.3358814814814815,0.11861546666666667,1.0
609737,1610,47081,VON STEUBEN HS,Friedrich W von Steuben Metropolitan Science HS,Magnet,HS,Y,N,N,N,"MISSION  Prepare every student comprehensively for their next enriching educational opportunity.    VISION We will develop the most supportive learning community for the students of Friedrich W. Von Steuben Metropolitan Science Center because everyone deserves the opportunity to realize their potential.   Von Steuben offers two rigorous programs: Scholars and Magnet Science. Scholars is an all-honors, selective program for students who want the challenge of honors and AP level coursework. Magnet Science Program offers the same coursework as our Scholars Program with the option to vary the level of coursework to individual goals. At Von Steuben, we pride ourselves on our students' academic and athletic achievements, providing a well-rounded high school program in a safe, diverse, and enriching atmosphere. Postsecondary goals are supported each year through counselor lessons, college tours, and enrichment activities, including our Von Connection summer program for incoming 9th graders. We offer many athletic, creative, and academic extracurricular activities. Special coursework and programs include Advanced Placement and Opt4STEM. ",Principal,Laura A Lemone,Assistant Principal,Jennifer Sutton,5039 N KIMBALL AVE,Chicago,Illinois,60625,7735345100,7735345210.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609737,http://www.vonsteuben.org,,https://twitter.com/VonSteubenMSC,,,N,"9,10,11,12",9-12,1735,1298,104,41,192,994,281,222,10,0,0,33,3,0,There are 1735 students enrolled at VON STEUBEN HS.  74.8% are Low Income Students.  6% are Diverse Learners.  2.4% are Limited English Learners.,The largest demographic at VON STEUBEN HS is Hispanic.  This demographic makes up 57.3% of the student population.  The second greatest demographic is White at 16.2%.,Generally accessible,N,,,7:30-2:55,7:30-2:55,,6:30,"Chinese, French, Spanish",N,N,Y,,,Y,,,"81, 82, 92, 93",Brown,,41.973185,-87.713386,21.3,18.4,73.4,57.9,88.8,73.5,Level 1+,Good Standing,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .",Schools that specialize in a specific subject area. Acceptance based on application and random lottery.,School Year 2016-2017,Assistant Principal,Shannon Puckett,Assistant Principal,Rhonda Varney,Operations Manager,Christopher Burney,Scholars Director,Sophie Gavilanes,,,"5039 N KIMBALL AVE
Chicago, Illinois 60625
(41.973185, -87.713386)",VON STEUBEN HS,351.0,282.0,80.3,232.0,82.3,VON STEUBEN HS,27.0,390.0,428.0,0.9112149532710281,0.0630841121495327,0,0,0,0.025700934579439227,0.7317056074766356,0.6021937149532711,0.17950934579439248,0.12951189252336448,1.0
609738,1620,46321,LINCOLN PARK HS,Lincoln Park High School,Neighborhood,HS,Y,N,N,N,"Lincoln Park HS is a Wall to Wall IB School authorized to offer the IB Diploma, IB Middle Years, and IB Career programmes. Under the umbrella of MYP, we also offer magnet programs in Performing Arts (Drama, Instrumental Music, Vocal Music) and Honors/Double Honors. We also offer a variety of extra-curricular opportunities to a talented and diverse student body.",Principal,Michael Joseph Boraz,Assistant Principal,Elizabeth Brown,2001 N ORCHARD ST,Chicago,Illinois,60614,7735348130,7735348218.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609738,http://www.lincolnparkhs.org,,http://twitter.com/@mjboraz,,,Y,"9,10,11,12",9-12,2097,1139,170,55,447,729,589,245,8,0,0,68,2,9,There are 2097 students enrolled at LINCOLN PARK HS.  54.3% are Low Income Students.  8.1% are Diverse Learners.  2.6% are Limited English Learners.,The largest demographic at LINCOLN PARK HS is Hispanic.  This demographic makes up 34.8% of the student population.  The second greatest demographic is White at 28.1%.,Fully Accessible,N,,,7:55  AM - 4:05  PM,7:55 AM - 4:05 PM,4:05 PM - 6:00 PM,7:15,"Arabic, French, Mandarin, Spanish, Spanish for Heritage Speakers",Y,N,N,,,Y,,,"8, 11, 73, 74, 37","Blue, Brown, Purple, Red",,41.918268,-87.64600899999999,22.3,18.4,79.6,57.9,87.7,73.5,Level 1+,Good Standing,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,Assistant Principal,Kenneth Duncan,Assistant Principal,Tarsa Washington,,,,,,,"2001 N ORCHARD ST
Chicago, Illinois 60614
(41.918268, -87.646009)",LINCOLN PARK HS,507.0,449.0,88.6,397.0,88.4,LINCOLN PARK HS,31.0,427.0,470.0,0.9085106382978724,0.06595744680851064,0,0,0,0.025531914893616947,0.8049404255319149,0.7115673361702128,0.10357021276595746,0.09337308936170208,0.9999999999999999
609680,1090,70020,PAYTON HS,Walter Payton College Preparatory High School,Selective enrollment,HS,Y,N,N,N,"Payton has an award-winning reputation for its math, science, world language, humanities, fine arts, and adventure education programs, provided within an international model for teaching and learning. The Payon vision focuses on developing all students' character, courage, curiosity, and compassion, and these ""Four Cs"" are embedded in all fabrics of the Payton experience.",Principal,Timothy Patrick Devine,Assistant Principal,David Adamji,1034 N WELLS ST,Chicago,Illinois,60610,7735340034,7735340035.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609680,http://www.wpcp.org,https://www.facebook.com/Payton-News-Network-131730923592367/,https://twitter.com/paytonnews,,,N,"9,10,11,12",9-12,1072,346,48,8,118,235,465,192,4,0,0,51,7,0,There are 1072 students enrolled at PAYTON HS.  32.3% are Low Income Students.  4.5% are Diverse Learners.  0.7% are Limited English Learners.,The largest demographic at PAYTON HS is White.  This demographic makes up 43.4% of the student population.  The second greatest demographic is Hispanic at 21.9%.,Fully Accessible,N,,,8:00  AM - 3:30  PM,8:00 a.m. - 3:30 p.m.,,6:30,"Chinese, French, Japanese, Latin, Spanish",Y,N,N,,,Y,,Y,"11, 36, 70","Brown, Red",,41.901575,-87.635385,29.6,18.4,87.7,57.9,95.3,73.5,Level 1+,Good Standing,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .",Schools that offer a rigorous curriculum with mainly honors and Advanced Placement (AP) courses. Acceptance based on application and entrance exam.,School Year 2016-2017,,,,,,,,,,,"1034 N WELLS ST
Chicago, Illinois 60610
(41.901575, -87.635385)",PAYTON HS,222.0,205.0,92.3,190.0,92.7,PAYTON HS,2.0,198.0,201.0,0.9850746268656716,0.009950248756218905,0,0,0,0.004975124378109541,0.9092238805970149,0.8428505373134328,0.07585074626865673,0.06637334328358202,1.0
610566,9631,65011,MAGIC JOHNSON - N LAWNDALE HS,Magic Johnson- North Lawndale HS,Citywide-Option,HS,Y,N,N,N, ,Principal,Mr. John Shenberger,,,3222 W ROOSEVELT RD,Chicago,Illinois,60624,7738261137,7738261180.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610566,https://www.bridgescape.com,,,,,N,"9,10,11,12",9-12,139,131,31,1,126,11,0,0,0,0,0,2,0,0,There are 139 students enrolled at MAGIC JOHNSON - N LAWNDALE HS.  94.2% are Low Income Students.  22.3% are Diverse Learners.  0.7% are Limited English Learners.,The largest demographic at MAGIC JOHNSON - N LAWNDALE HS is Black.  This demographic makes up 90.6% of the student population.  The second greatest demographic is Hispanic at 7.9%.,No/unknown accessibility,N,,,7:30 A.M - 4:00 P.M,,,,,,,,,,,,,,,,41.866478,-87.706604,12.9,18.4,12.5,57.9,,73.5,Level 2+,Not Applicable,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .",Schools that have their own processes for enrollment.,School Year 2016-2017,,,,,,,,,,,"3222 W ROOSEVELT RD
Chicago, Illinois 60624
(41.866478, -87.706604)",BRIDGESCAPE - LAWNDALE HS,35.0,5.0,14.3,,56.55,,,,,0.7759088294112813,0.173862422266663,1,1,1,0.050228748322055705,0.11095496260581322,0.06274503135358737,0.664953866805468,0.04820993125222585,0.9999999999999999
400144,9604,66628,YCCS - WESTSIDE HOLISTIC,YCCS-Westside Holistic Leadership Acad HS,Charter,HS,Y,N,N,N,YCCS-Westside Holistic Leadership Academy,Director,Early King,Assistant Principal,Christina Romo,4909 W DIVISION ST,Chicago,Illinois,60651,7732610994,7732611029.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400144,http://www.yccs.us,,,,,N,"9,10,11,12",9-12,78,74,7,4,60,18,0,0,0,0,0,0,0,0,There are 78 students enrolled at YCCS - WESTSIDE HOLISTIC.  94.9% are Low Income Students.  9% are Diverse Learners.  5.1% are Limited English Learners.,The largest demographic at YCCS - WESTSIDE HOLISTIC is Black.  This demographic makes up 76.9% of the student population.  The second greatest demographic is Hispanic at 23.1%.,No/unknown accessibility,Y,,,8:30 AM-2:58 PM,,,,,Y,,Y,,,,,,"70, 54","Blue, Green",,41.90224,-87.74880999999999,14.1,18.4,20.8,57.9,,73.5,Level 1+,Not Applicable,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2016-2017,,,,,,,,,,,"4909 W DIVISION ST
Chicago, Illinois 60651
(41.90224, -87.74881)",YCCS - WESTSIDE HOLISTIC,33.0,10.0,30.3,6.0,60.0,,,,,0.786096256684492,0.1925133689839572,1,1,0,0.021390374331550777,0.23818716577540108,0.14291229946524064,0.5479090909090909,0.09527486631016044,1.0
